"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0050863","regulation of T cell activation","28/394","393/18986",0.0712468193384224,3.43322871055657,7.0956931939972,1.56618166595755e-08,3.8997923482343e-06,2.79973156013588e-06,"VNN1/IL6/VCAM1/TNFSF18/TOX/EBI3/PDCD1LG2/SIRPB1/GLI2/CD70/IL1B/DPP4/IL7R/IDO1/HLA-DOB/RUNX3/TNFRSF1B/CAV1/PRDM1/HLX/STAT5A/ZEB1/IL15/CD274/CYP26B1/LYN/SIRPA/TGFBR2",28
"GO:0048771","tissue remodeling","19/394","191/18986",0.0994764397905759,4.79355250219257,7.67064658939626,1.87564439928661e-08,4.41089041232235e-06,3.16665811739207e-06,"IL6/PTN/SPP1/GREM1/S1PR1/ITGB3/TMEM119/HOXA3/SFRP1/MEF2C/MMP2/CAV1/UBASH3B/AXL/IL15/PPARG/MMP14/FOXC1/EGFR",19
"GO:0002237","response to molecule of bacterial origin","27/394","375/18986",0.072,3.46952284263959,7.03127660788284,2.28810644936752e-08,5.09766031588039e-06,3.65970266998562e-06,"PTGS2/SNCA/CXCL6/IL6/VCAM1/CSF2/PTGFR/TNIP3/PDCD1LG2/IL1B/IDO1/CXCL2/CXCL3/CASP1/GSTP1/TNFRSF1B/MEF2C/AXL/SERPINE1/CD14/CD274/VIM/LYN/PLSCR4/DIO2/BIN1/SIRPA",27
"GO:0001503","ossification","30/394","456/18986",0.0657894736842105,3.17025113545285,6.82881048267955,2.89062749694759e-08,6.11801309728958e-06,4.39223241246721e-06,"PTGS2/SFRP2/IL6/PTN/SPP1/GREM1/BMP2/S1PR1/TEK/TWIST2/GLI2/TMEM119/CHRDL1/FGF2/RUNX3/SFRP1/COL13A1/MEF2C/MMP2/SNAI2/COL1A2/PPARG/PRICKLE1/CDH11/MMP14/LOX/FOXC1/CSGALNACT1/IGFBP3/EGFR",30
"GO:0033627","cell adhesion mediated by integrin","13/394","89/18986",0.146067415730337,7.03866993669081,8.31247248097527,3.67023639699161e-08,6.85753180002874e-06,4.92314628338319e-06,"SFRP2/ITGBL1/VCAM1/ITGB3/DPP4/EMILIN2/SNAI2/PLAU/SERPINE1/ITGA1/FERMT1/LYN/FBN1",13
"GO:0043542","endothelial cell migration","23/394","287/18986",0.0801393728222996,3.86174145280249,7.11135743987802,3.68011050272685e-08,6.85753180002874e-06,4.92314628338319e-06,"PTGS2/PTN/GREM1/MIR221/TEK/FAP/ITGB3/ETS1/DPP4/FGF2/ZEB2/MEF2C/SNAI2/AKT3/LOXL2/NRP2/STAT5A/SRPX2/SPARC/PPARG/PTPRM/S100A2/FSTL1",23
"GO:0071219","cellular response to molecule of bacterial origin","21/394","242/18986",0.0867768595041322,4.18158744808491,7.25121473064335,3.72603901253629e-08,6.85753180002874e-06,4.92314628338319e-06,"PTGS2/CXCL6/IL6/CSF2/TNIP3/PDCD1LG2/IL1B/CXCL2/CXCL3/CASP1/GSTP1/TNFRSF1B/MEF2C/AXL/SERPINE1/CD14/CD274/VIM/LYN/PLSCR4/SIRPA",21
"GO:0050727","regulation of inflammatory response","29/394","438/18986",0.0662100456621005,3.19051758106761,6.75189393087603,4.31745908772722e-08,7.61491846597888e-06,5.46688788871424e-06,"PTGS2/SNCA/SAA1/IL6/NLRP11/TSLP/MIR221/TEK/ETS1/IL1B/IDO1/GPR17/NLRP1/PTGIS/CASP1/GSTP1/TNFRSF1B/SYT11/SERPINE1/GBP1/NT5E/IL15/PPARG/LYN/TLR3/ADORA2B/C3/BIRC3/SIRPA",29
"GO:0071216","cellular response to biotic stimulus","22/394","269/18986",0.0817843866171004,3.94101107693469,7.07204534001576,5.10148062355861e-08,8.63782699180943e-06,6.20125244640577e-06,"PTGS2/CXCL6/IL6/CSF2/CDA/TNIP3/PDCD1LG2/IL1B/CXCL2/CXCL3/CASP1/GSTP1/TNFRSF1B/MEF2C/AXL/SERPINE1/CD14/CD274/VIM/LYN/PLSCR4/SIRPA",22
"GO:0002009","morphogenesis of an epithelium","31/394","500/18986",0.062,2.98764467005076,6.55681050565647,6.51565634091874e-08,1.06079897273496e-05,7.61566795798882e-06,"FOXF2/LAMA1/SFRP2/TCF15/GREM1/FOXE1/BMP2/MIR221/TMEFF2/ITGB3/GLI2/ASB2/FGF2/ADAMTS16/FOXQ1/VANGL2/SFRP1/MEF2C/MMP2/COL4A1/FST/SNAI2/WNT5B/MSN/TGFB1I1/FERMT1/PRICKLE1/MMP14/TGM2/EGFR/TGFBR2",31
"GO:0045766","positive regulation of angiogenesis","18/394","189/18986",0.0952380952380952,4.58931592941745,7.21919335740619,8.70337482194604e-08,1.36449576375176e-05,9.79596222649443e-06,"SFRP2/GREM1/TEK/ITGB3/ETS1/IL1B/FGF2/PTGIS/CHI3L1/EMILIN2/HMGA2/ADAM12/AKT3/SERPINE1/TLR3/C3/TGM2/TGFBR2",18
"GO:0060326","cell chemotaxis","24/394","328/18986",0.0731707317073171,3.52593784821097,6.71765033181105,1.03984684923384e-07,1.53474036754981e-05,1.1018179071994e-05,"SAA1/CXCL6/IL6/VCAM1/CH25H/PDGFRA/CCL26/PTN/GREM1/S1PR1/CCL20/IL1B/DPP4/FGF2/PDGFRB/CXCL2/CXCL3/MMP2/RIN3/SERPINE1/ITGA1/MPP1/LYN/LOX",24
"GO:0007159","leukocyte cell-cell adhesion","28/394","430/18986",0.0651162790697674,3.1378113563924,6.52757366980085,1.05144036520068e-07,1.53474036754981e-05,1.1018179071994e-05,"VNN1/IL6/VCAM1/EBI3/MIR221/PDCD1LG2/SIRPB1/GLI2/ETS1/CD70/IL1B/DPP4/IL7R/CHST2/IDO1/HLA-DOB/CD177/RUNX3/CAV1/MSN/HLX/NT5E/STAT5A/IL15/CD274/LYN/SIRPA/TGFBR2",28
"GO:1904018","positive regulation of vasculature development","18/394","192/18986",0.09375,4.5176078680203,7.13146546477657,1.10664634055788e-07,1.56147798652716e-05,1.12101332813705e-05,"SFRP2/GREM1/TEK/ITGB3/ETS1/IL1B/FGF2/PTGIS/CHI3L1/EMILIN2/HMGA2/ADAM12/AKT3/SERPINE1/TLR3/C3/TGM2/TGFBR2",18
"GO:0042692","muscle cell differentiation","28/394","432/18986",0.0648148148148148,3.12328445196465,6.49862733760217,1.15765510405339e-07,1.58075937272839e-05,1.13485578451686e-05,"LAMA1/PDGFRA/ACTC1/RGS4/GREM1/BMP2/MIR221/POPDC3/ALPK2/TMEM119/ASB2/PDGFRB/NID1/LAMA2/DOCK2/MYPN/MEF2C/ADAM12/WNT5B/FLNC/CAV2/ZEB1/UCHL1/CYP26B1/PRICKLE1/MMP14/LOX/BIN1",28
"GO:1903706","regulation of hemopoiesis","28/394","433/18986",0.0646651270207852,3.11607132390007,6.48421690409773,1.2144283841079e-07,1.60646104685274e-05,1.15330748188142e-05,"VNN1/HOXA9/TOX/PTN/MIR221/GLI2/EVI2B/ETS1/IL7R/RUNX3/SFRP1/MEF2C/SNAI2/INHBA/PRDM1/HLX/UBASH3B/AXL/STAT5A/ZEB1/IL15/CYP26B1/LYN/TLR3/MMP14/LOX/FBN1/TGFBR2",28
"GO:1903039","positive regulation of leukocyte cell-cell adhesion","22/394","284/18986",0.0774647887323944,3.73285908343462,6.75495932701452,1.32854777967697e-07,1.70416447011292e-05,1.22345053905181e-05,"VNN1/IL6/VCAM1/EBI3/PDCD1LG2/SIRPB1/GLI2/ETS1/CD70/IL1B/DPP4/IL7R/CHST2/HLA-DOB/RUNX3/CAV1/HLX/IL15/CD274/LYN/SIRPA/TGFBR2",22
"GO:0022409","positive regulation of cell-cell adhesion","24/394","336/18986",0.0714285714285714,3.44198694706309,6.57451794543848,1.626849587675e-07,1.96755837275093e-05,1.41254579236623e-05,"VNN1/IL6/VCAM1/EBI3/PDCD1LG2/SIRPB1/GLI2/ETS1/CD70/IL1B/DPP4/IL7R/CHST2/HLA-DOB/EMILIN2/RUNX3/CAV1/ADAM19/HLX/IL15/CD274/LYN/SIRPA/TGFBR2",24
"GO:0051251","positive regulation of lymphocyte activation","24/394","336/18986",0.0714285714285714,3.44198694706309,6.57451794543848,1.626849587675e-07,1.96755837275093e-05,1.41254579236623e-05,"VNN1/IL6/VCAM1/TOX/EBI3/PDCD1LG2/SIRPB1/GLI2/CD70/IL1B/DPP4/IL7R/HLA-DOB/RUNX3/MEF2C/CAV1/HLX/AXL/IL15/CD274/LYN/MMP14/SIRPA/TGFBR2",24
"GO:0061448","connective tissue development","22/394","290/18986",0.0758620689655172,3.65562751619114,6.63410231958181,1.91164070678048e-07,2.24777086438938e-05,1.61371541534364e-05,"SERPINB7/SFRP2/GREM1/BMP2/ITGB3/FGF2/PDGFRB/CHI3L1/PRRX1/HMGA2/RUNX3/HOXA3/MEF2C/SNAI2/WNT5B/LOXL2/ZEB1/PPARG/LOX/TGFBI/CSGALNACT1/TGFBR2",22
"GO:0050867","positive regulation of cell activation","26/394","391/18986",0.0664961636828645,3.20430498396666,6.41139193026895,2.01980440836263e-07,2.25259341029352e-05,1.61717760839454e-05,"VNN1/IL6/VCAM1/TOX/EBI3/TSLP/PDCD1LG2/SIRPB1/GLI2/CD70/IL1B/DPP4/IL7R/HLA-DOB/RUNX3/MEF2C/CAV1/SVEP1/HLX/AXL/IL15/CD274/LYN/MMP14/SIRPA/TGFBR2",26
"GO:1902644","tertiary alcohol metabolic process","7/394","22/18986",0.318181818181818,15.3324873096447,9.79170429026776,2.0483469116624e-07,2.25259341029352e-05,1.61717760839454e-05,"CYP11A1/BMP2/DKK3/AKR1B1/AKR1B10/AKR1C1/AKR1C3",7
"GO:0009612","response to mechanical stimulus","19/394","222/18986",0.0855855855855856,4.12418255819271,6.81617190463707,2.0753872667481e-07,2.25259341029352e-05,1.61717760839454e-05,"PTGS2/PTN/KCNJ2/ITGB3/TNFRSF8/IL1B/FGF2/CHI3L1/CASP1/STRA6/SLC1A3/MMP2/FOSL1/KRT5/ETV1/TLR3/MMP14/SERPINE2/EGFR",19
"GO:0002573","myeloid leukocyte differentiation","20/394","247/18986",0.0809716599190283,3.90184755132658,6.68251927873644,2.44401618353378e-07,2.58638012622462e-05,1.85680913733211e-05,"IL31RA/CSF2/BMP2/GAB3/IFI16/BATF3/TSPAN2/EVI2B/SFRP1/INHBA/P2RX5/UBASH3B/STAT5A/IL15/CASP10/PPARG/LYN/TLR3/FBN1/TGFBR2",20
"GO:0007389","pattern specification process","29/394","476/18986",0.0609243697478992,2.9358123960244,6.22664190098667,2.53259786740225e-07,2.61475287139359e-05,1.87717844497825e-05,"SFRP2/HOXA9/MEOX1/TCF15/GREM1/BMP2/DMRTA2/GLI2/ASB2/CHRDL1/FGF2/BICC1/EN1/VANGL2/HOXA3/SFRP1/MEF2C/FST/DLL3/NRP2/ZIC1/ZEB1/CYP26B1/PRICKLE1/DZIP1L/C3/FOXC1/ANKS6/TGFBR2",29
"GO:0002696","positive regulation of leukocyte activation","25/394","371/18986",0.0673854447439353,3.24715749722933,6.36325463980398,2.71259966522194e-07,2.73391294830583e-05,1.96272562243001e-05,"VNN1/IL6/VCAM1/TOX/EBI3/TSLP/PDCD1LG2/SIRPB1/GLI2/CD70/IL1B/DPP4/IL7R/HLA-DOB/RUNX3/MEF2C/CAV1/HLX/AXL/IL15/CD274/LYN/MMP14/SIRPA/TGFBR2",25
"GO:0014015","positive regulation of gliogenesis","11/394","74/18986",0.148648648648649,7.16305391686102,7.73274081310455,3.46265636742787e-07,3.4087033496098e-05,2.4471698733817e-05,"IL6/PTN/BMP2/MIR221/IL1B/TNFRSF1B/ETV5/LYN/SERPINE2/BIN1/EGFR",11
"GO:0048705","skeletal system morphogenesis","19/394","232/18986",0.0818965517241379,3.94641606861544,6.57326993561725,4.10885978833177e-07,3.92703518636117e-05,2.81928968705154e-05,"HOXA9/PDGFRA/TCF15/GREM1/TEK/TMEM119/HOXA1/PRRX1/HOXA3/SFRP1/COL13A1/MEF2C/MMP2/ZEB1/CYP26B1/MMP14/FOXC1/CSGALNACT1/TGFBR2",19
"GO:0010720","positive regulation of cell development","28/394","460/18986",0.0608695652173913,2.93317148532333,6.11010710129113,4.17473620095093e-07,3.92703518636117e-05,2.81928968705154e-05,"VNN1/IL6/TOX/PTN/BMP2/MIR221/DMRTA2/GLI2/EVI2B/IL1B/IL7R/FGF2/PDE3A/RUNX3/TNFRSF1B/MME/HLX/AXL/HAPLN3/IL15/ETV5/LYN/MMP14/TGM2/SERPINE2/BIN1/EGFR/TGFBR2",28
"GO:0050870","positive regulation of T cell activation","20/394","260/18986",0.0769230769230769,3.70675517376025,6.39739985750865,5.55019505406521e-07,5.10738601388218e-05,3.6666849247337e-05,"VNN1/IL6/VCAM1/EBI3/PDCD1LG2/SIRPB1/GLI2/CD70/IL1B/DPP4/IL7R/HLA-DOB/RUNX3/CAV1/HLX/IL15/CD274/LYN/SIRPA/TGFBR2",20
"GO:0031589","cell-substrate adhesion","24/394","361/18986",0.0664819944598338,3.20362220003656,6.15365232608182,6.01500187108328e-07,5.41734104687139e-05,3.88920725684601e-05,"ITGBL1/VCAM1/GREM1/TEK/ITGB3/LIMS2/ECM2/NID1/EGFLAM/SFRP1/COL13A1/CCDC80/SVEP1/MSLN/EDIL3/PLAU/AXL/SERPINE1/GBP1/ITGA1/FERMT1/CDH11/MMP14/ANTXR1",24
"GO:1903037","regulation of leukocyte cell-cell adhesion","25/394","392/18986",0.0637755102040816,3.07320263130633,6.0379390937442,7.54687283899356e-07,6.65539848488745e-05,4.77803111538913e-05,"VNN1/IL6/VCAM1/EBI3/MIR221/PDCD1LG2/SIRPB1/GLI2/ETS1/CD70/IL1B/DPP4/IL7R/CHST2/IDO1/HLA-DOB/RUNX3/CAV1/HLX/STAT5A/IL15/CD274/LYN/SIRPA/TGFBR2",25
"GO:0060485","mesenchyme development","23/394","341/18986",0.0674486803519062,3.25020468315048,6.10391357942976,8.06746817746887e-07,6.96930465208688e-05,5.00339003831421e-05,"FOXF2/SFRP2/BNC2/IL6/MEOX1/TCF15/ACTC1/GREM1/BMP2/MIR221/IL1B/HMGA2/SFRP1/MEF2C/DLL3/SNAI2/LOXL2/NRP2/TGFB1I1/PRICKLE1/SEMA3A/FOXC1/TGFBR2",23
"GO:0048732","gland development","27/394","450/18986",0.06,2.89126903553299,5.91074080102429,8.91423679657059e-07,7.54679287197666e-05,5.41797929088406e-05,"LAMA1/IL6/HOXA9/PDGFRA/PTN/FOXE1/BMP2/GLI2/LIMS2/FGF2/DKK3/LBH/STRA6/HOXA3/SFRP1/MMP2/SNAI2/CAV1/MSN/HLX/PCSK9/STAT5A/TGM2/FOXC1/SERPINE2/EGFR/TGFBR2",27
"GO:0046850","regulation of bone remodeling","9/394","51/18986",0.176470588235294,8.50373245744998,7.81124267955453,9.173219470449e-07,7.57349419187727e-05,5.43714865205707e-05,"IL6/SPP1/GREM1/S1PR1/ITGB3/TMEM119/SFRP1/UBASH3B/EGFR",9
"GO:0030099","myeloid cell differentiation","27/394","451/18986",0.0598669623059867,2.88485823944534,5.89740596127309,9.30360732288255e-07,7.57349419187727e-05,5.43714865205707e-05,"FLI1/HOXA9/IL31RA/CSF2/BMP2/MIR221/GAB3/IFI16/BATF3/TSPAN2/EVI2B/ETS1/SFRP1/MEF2C/INHBA/P2RX5/UBASH3B/STAT5A/IL15/CASP10/PPARG/LYN/TLR3/MFAP2/LOX/FBN1/TGFBR2",27
"GO:0030111","regulation of Wnt signaling pathway","23/394","349/18986",0.0659025787965616,3.17570142393786,5.97192525106555,1.20280303769977e-06,9.60653822374172e-05,6.89670778518218e-05,"RBMS3/FOXL1/SFRP2/GREM1/BMP2/ALPK2/FGF2/BICC1/HECW1/ZEB2/DKK3/SOX7/SFRP1/SNAI2/RECK/WNT5B/CAV1/HIC1/TLE4/IGFBP6/FERMT1/PRICKLE1/EGFR",23
"GO:0030178","negative regulation of Wnt signaling pathway","16/394","181/18986",0.0883977900552486,4.25969655327145,6.41460839222078,1.24049468424554e-06,9.62074818734992e-05,6.90690937542846e-05,"RBMS3/SFRP2/GREM1/BMP2/ALPK2/BICC1/HECW1/DKK3/SFRP1/SNAI2/CAV1/HIC1/TLE4/IGFBP6/FERMT1/PRICKLE1",16
"GO:0048568","embryonic organ development","27/394","458/18986",0.0589519650655022,2.84076651962849,5.80507093465593,1.25003815332919e-06,9.62074818734992e-05,6.90690937542846e-05,"FOXF2/DLX6/HOXA9/PDGFRA/CSF2/FOXE1/GLI2/ASB2/HOXA1/EN1/PRRX1/STRA6/VANGL2/HOXA3/MEF2C/PRDM1/HLX/ZIC1/ZEB1/SPARC/PRICKLE1/MMP14/MFAP2/FOXC1/FBN1/EGFR/TGFBR2",27
"GO:0050729","positive regulation of inflammatory response","15/394","162/18986",0.0925925925925926,4.46183493137808,6.44166688083388,1.48970303434874e-06,0.000112150779016182,8.05150755392386e-05,"PTGS2/SNCA/IL6/TSLP/ETS1/IL1B/IDO1/NLRP1/CASP1/SERPINE1/GBP1/IL15/TLR3/ADORA2B/C3",15
"GO:0030193","regulation of blood coagulation","10/394","69/18986",0.144927536231884,6.98374163172221,7.24872464853006,1.51018058207474e-06,0.000112150779016182,8.05150755392386e-05,"PDGFRA/FAP/EMILIN2/C1QTNF1/CAV1/UBASH3B/PLAU/SERPINE1/PLAT/SERPINE2",10
"GO:0032102","negative regulation of response to external stimulus","26/394","437/18986",0.0594965675057208,2.86700972249649,5.74800852699271,1.66609684691025e-06,0.000121596344016743,8.72962177319402e-05,"SAA1/PDGFRA/SPP1/GREM1/MIR221/TEK/FAP/IFI16/DPP4/FGF2/GPR17/PTGIS/C1QTNF1/GSTP1/TNFRSF1B/SYT11/RIN3/UBASH3B/PLAU/SERPINE1/NT5E/PPARG/PLAT/LYN/SERPINE2/SIRPA",26
"GO:0051216","cartilage development","17/394","209/18986",0.0813397129186603,3.91958322201443,6.17833219227964,1.84032424124157e-06,0.00013203546632501,9.47906527112296e-05,"SFRP2/GREM1/BMP2/FGF2/CHI3L1/PRRX1/HMGA2/RUNX3/HOXA3/MEF2C/SNAI2/WNT5B/LOXL2/ZEB1/TGFBI/CSGALNACT1/TGFBR2",17
"GO:1900046","regulation of hemostasis","10/394","71/18986",0.140845070422535,6.78701651533567,7.11166154361754,1.97648874462874e-06,0.000139441280933557,0.000100107421153389,"PDGFRA/FAP/EMILIN2/C1QTNF1/CAV1/UBASH3B/PLAU/SERPINE1/PLAT/SERPINE2",10
"GO:0034103","regulation of tissue remodeling","11/394","88/18986",0.125,6.02347715736041,6.87587862562306,2.04503069579033e-06,0.0001419117202505,0.000101880994283808,"IL6/SPP1/GREM1/S1PR1/ITGB3/TMEM119/SFRP1/UBASH3B/IL15/PPARG/EGFR",11
"GO:0016055","Wnt signaling pathway","27/394","476/18986",0.0567226890756303,2.73334257560892,5.57538712543437,2.59200166633799e-06,0.000176966823445302,0.000127047687788078,"RBMS3/FOXL1/SFRP2/GREM1/BMP2/ALPK2/FGF2/BICC1/HECW1/NID1/ZEB2/DKK3/ROR1/VANGL2/SOX7/SFRP1/SNAI2/RECK/WNT5B/CAV1/HIC1/TLE4/TGFB1I1/IGFBP6/FERMT1/PRICKLE1/EGFR",27
